ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2011-01-06,24804.012633137965,8290.091002272546,53978.92535409356,24804.012633137965,24804.012633137965,6543.29979654483,6543.29979654483,6543.29979654483,6543.29979654483,6543.29979654483,6543.29979654483,0.0,0.0,0.0,31347.312429682795
2011-01-07,24797.681350353,-221.4313136740416,45972.6813631602,24797.681350353,24797.681350353,-1481.1376453644416,-1481.1376453644416,-1481.1376453644416,-1481.1376453644416,-1481.1376453644416,-1481.1376453644416,0.0,0.0,0.0,23316.54370498856
2011-01-09,24785.01878478308,-13989.211626810646,32211.942578352107,24785.01878478308,24785.01878478308,-14924.62828571483,-14924.62828571483,-14924.62828571483,-14924.62828571483,-14924.62828571483,-14924.62828571483,0.0,0.0,0.0,9860.390499068248
2011-01-10,24778.68750199812,-712.1862448292785,44646.08971622216,24778.68750199812,24778.68750199812,-2002.88333384701,-2002.88333384701,-2002.88333384701,-2002.88333384701,-2002.88333384701,-2002.88333384701,0.0,0.0,0.0,22775.80416815111
2011-01-11,24772.356219213154,3824.4135090590084,49194.158735843834,24772.356219213154,24772.356219213154,1972.970972695757,1972.970972695757,1972.970972695757,1972.970972695757,1972.970972695757,1972.970972695757,0.0,0.0,0.0,26745.32719190891
2011-01-12,24766.024936428195,2093.748431308985,44221.390054583826,24766.024936428195,24766.024936428195,-755.7533500051592,-755.7533500051592,-755.7533500051592,-755.7533500051592,-755.7533500051592,-755.7533500051592,0.0,0.0,0.0,24010.271586423038
2011-01-13,24759.693653643233,7710.4521688308705,52770.04798016255,24759.693653643233,24759.693653643233,6543.299796556708,6543.299796556708,6543.299796556708,6543.299796556708,6543.299796556708,6543.299796556708,0.0,0.0,0.0,31302.99345019994
2011-01-14,24753.362370858275,489.7628797915721,46380.33823133843,24753.362370858275,24753.362370858275,-1481.1376453660164,-1481.1376453660164,-1481.1376453660164,-1481.1376453660164,-1481.1376453660164,-1481.1376453660164,0.0,0.0,0.0,23272.22472549226
2011-01-16,24740.699812408286,-12629.857222045213,31375.485113750754,24740.699812408286,24740.699812408286,-14924.628285744302,-14924.628285744302,-14924.628285744302,-14924.628285744302,-14924.628285744302,-14924.628285744302,0.0,0.0,0.0,9816.071526663984
2011-01-17,24734.368533183293,-61.54254282152224,45605.716829682664,24734.368533183293,24734.368533183293,-2002.8833338702743,-2002.8833338702743,-2002.8833338702743,-2002.8833338702743,-2002.8833338702743,-2002.8833338702743,0.0,0.0,0.0,22731.485199313018
2011-01-18,24728.0372539583,1667.8159829978556,50218.244011613126,24728.0372539583,24728.0372539583,1972.9709727127029,1972.9709727127029,1972.9709727127029,1972.9709727127029,1972.9709727127029,1972.9709727127029,0.0,0.0,0.0,26701.008226671
2011-01-19,24721.705974733304,1755.288862773382,47426.710127087856,24721.705974733304,24721.705974733304,-755.7533500207888,-755.7533500207888,-755.7533500207888,-755.7533500207888,-755.7533500207888,-755.7533500207888,0.0,0.0,0.0,23965.952624712514
2011-01-20,24715.374695508315,8143.547821423888,54061.85776572319,24715.374695508315,24715.374695508315,6543.299796568584,6543.299796568584,6543.299796568584,6543.299796568584,6543.299796568584,6543.299796568584,0.0,0.0,0.0,31258.674492076898
2011-01-21,24709.04341628332,854.998288246817,46560.75635634239,24709.04341628332,24709.04341628332,-1481.137645348915,-1481.137645348915,-1481.137645348915,-1481.137645348915,-1481.137645348915,-1481.137645348915,0.0,0.0,0.0,23227.905770934405
2011-01-23,24696.380857833334,-15002.676543721314,31613.469152409274,24696.380857833334,24696.380857833334,-14924.628285728471,-14924.628285728471,-14924.628285728471,-14924.628285728471,-14924.628285728471,-14924.628285728471,0.0,0.0,0.0,9771.752572104862
2011-01-24,24690.04957860834,514.3957934494132,46329.48474675937,24690.04957860834,24690.04957860834,-2002.8833339435778,-2002.8833339435778,-2002.8833339435778,-2002.8833339435778,-2002.8833339435778,-2002.8833339435778,0.0,0.0,0.0,22687.166244664764
2011-01-25,24683.718299383352,4234.744311318193,50056.75471834058,24683.718299383352,24683.718299383352,1972.9709727296495,1972.9709727296495,1972.9709727296495,1972.9709727296495,1972.9709727296495,1972.9709727296495,0.0,0.0,0.0,26656.689272113003
2011-01-26,24677.387020158356,1026.9311704921029,47123.41787265314,24677.387020158356,24677.387020158356,-755.7533499813155,-755.7533499813155,-755.7533499813155,-755.7533499813155,-755.7533499813155,-755.7533499813155,0.0,0.0,0.0,23921.63367017704
2011-01-27,24671.06171722615,7911.457280327943,53960.33182608247,24671.06171722615,24671.06171722615,6543.299796539518,6543.299796539518,6543.299796539518,6543.299796539518,6543.299796539518,6543.299796539518,0.0,0.0,0.0,31214.36151376567
2011-01-28,24664.73641429394,1577.7087388315897,45906.56269050763,24664.73641429394,24664.73641429394,-1481.1376453578628,-1481.1376453578628,-1481.1376453578628,-1481.1376453578628,-1481.1376453578628,-1481.1376453578628,0.0,0.0,0.0,23183.598768936077
2011-01-30,24652.08580842952,-14134.632724467263,33871.26225188068,24652.08580842952,24652.08580842952,-14924.628285726123,-14924.628285726123,-14924.628285726123,-14924.628285726123,-14924.628285726123,-14924.628285726123,0.0,0.0,0.0,9727.457522703398
2011-01-31,24645.760505497314,-293.35720299317836,45576.38801424149,24645.760505497314,24645.760505497314,-2002.8833338981585,-2002.8833338981585,-2002.8833338981585,-2002.8833338981585,-2002.8833338981585,-2002.8833338981585,0.0,0.0,0.0,22642.877171599153
2011-02-01,24639.435202565102,2906.3007358765876,48832.843944519234,24639.435202565102,24639.435202565102,1972.970972688245,1972.970972688245,1972.970972688245,1972.970972688245,1972.970972688245,1972.970972688245,0.0,0.0,0.0,26612.40617525335
2011-02-02,24633.1098996329,-644.2152326439178,46723.33658799663,24633.1098996329,24633.1098996329,-755.753349988447,-755.753349988447,-755.753349988447,-755.753349988447,-755.753349988447,-755.753349988447,0.0,0.0,0.0,23877.35654964445
2011-02-03,24626.78459670069,9226.376834364932,53700.0784787709,24626.78459670069,24626.78459670069,6543.299796578257,6543.299796578257,6543.299796578257,6543.299796578257,6543.299796578257,6543.299796578257,0.0,0.0,0.0,31170.084393278947
2011-02-04,24620.45929376848,-284.12889417701655,46635.23642110486,24620.45929376848,24620.45929376848,-1481.1376453594362,-1481.1376453594362,-1481.1376453594362,-1481.1376453594362,-1481.1376453594362,-1481.1376453594362,0.0,0.0,0.0,23139.321648409044
2011-02-06,24607.808687904064,-13648.393336287407,31133.10729193623,24607.808687904064,24607.808687904064,-14924.628285755596,-14924.628285755596,-14924.628285755596,-14924.628285755596,-14924.628285755596,-14924.628285755596,0.0,0.0,0.0,9683.180402148468
2011-02-07,24601.483384971853,-285.61269279656403,45845.96944682369,24601.483384971853,24601.483384971853,-2002.8833339214218,-2002.8833339214218,-2002.8833339214218,-2002.8833339214218,-2002.8833339214218,-2002.8833339214218,0.0,0.0,0.0,22598.60005105043
2011-02-08,24595.447757743706,3104.326636311006,49865.84888539792,24595.447757743706,24595.447757743706,1972.9709726951035,1972.9709726951035,1972.9709726951035,1972.9709726951035,1972.9709726951035,1972.9709726951035,0.0,0.0,0.0,26568.41873043881
2011-02-09,24589.412130515557,427.88790223488706,45575.29800358954,24589.412130515557,24589.412130515557,-755.7533500040763,-755.7533500040763,-755.7533500040763,-755.7533500040763,-755.7533500040763,-755.7533500040763,0.0,0.0,0.0,23833.65878051148
2011-02-10,24583.376503287407,7974.282972732284,54297.899627027015,24583.376503287407,24583.376503287407,6543.299796590134,6543.299796590134,6543.299796590134,6543.299796590134,6543.299796590134,6543.299796590134,0.0,0.0,0.0,31126.67629987754
2011-02-11,24577.34087605926,-102.30566097940977,45776.25864466643,24577.34087605926,24577.34087605926,-1481.137645342335,-1481.137645342335,-1481.137645342335,-1481.137645342335,-1481.137645342335,-1481.137645342335,0.0,0.0,0.0,23096.203230716925
2011-02-13,24565.26962160296,-14066.260884773043,32708.637392111814,24565.26962160296,24565.26962160296,-14924.628285739764,-14924.628285739764,-14924.628285739764,-14924.628285739764,-14924.628285739764,-14924.628285739764,0.0,0.0,0.0,9640.641335863198
2011-02-14,24559.23399437482,355.2531168162727,45235.97552132911,24559.23399437482,24559.23399437482,-2002.8833339260434,-2002.8833339260434,-2002.8833339260434,-2002.8833339260434,-2002.8833339260434,-2002.8833339260434,0.0,0.0,0.0,22556.350660448777
2011-02-15,24553.19836714667,4103.134243754278,48196.47415292681,24553.19836714667,24553.19836714667,1972.9709727120498,1972.9709727120498,1972.9709727120498,1972.9709727120498,1972.9709727120498,1972.9709727120498,0.0,0.0,0.0,26526.16933985872
2011-02-16,24547.162739918516,1261.114133731958,47414.67697699816,24547.162739918516,24547.162739918516,-755.7533500197069,-755.7533500197069,-755.7533500197069,-755.7533500197069,-755.7533500197069,-755.7533500197069,0.0,0.0,0.0,23791.40938989881
2011-02-17,24541.127112690374,8009.698899623314,54273.48075541937,24541.127112690374,24541.127112690374,6543.2997965610675,6543.2997965610675,6543.2997965610675,6543.2997965610675,6543.2997965610675,6543.2997965610675,0.0,0.0,0.0,31084.42690925144
2011-02-18,24549.962617168087,331.9343580720738,45788.81212539664,24549.962617168087,24549.962617168087,-1481.1376453512814,-1481.1376453512814,-1481.1376453512814,-1481.1376453512814,-1481.1376453512814,-1481.1376453512814,0.0,0.0,0.0,23068.824971816804
2011-02-20,24567.633626123526,-12820.493195630415,31159.575393905256,24567.633626123526,24567.633626123526,-14924.628285692117,-14924.628285692117,-14924.628285692117,-14924.628285692117,-14924.628285692117,-14924.628285692117,0.0,0.0,0.0,9643.00534043141
2011-02-21,24576.46913060124,-960.113208775389,44546.3437454879,24576.46913060124,24576.46913060124,-2002.8833339306632,-2002.8833339306632,-2002.8833339306632,-2002.8833339306632,-2002.8833339306632,-2002.8833339306632,0.0,0.0,0.0,22573.585796670577
2011-02-22,24585.30463507896,3949.439434913983,49636.34441427151,24585.30463507896,24585.30463507896,1972.970972670646,1972.970972670646,1972.970972670646,1972.970972670646,1972.970972670646,1972.970972670646,0.0,0.0,0.0,26558.275607749605
2011-02-23,24594.140139556675,962.4970950536001,47200.3238885755,24594.140139556675,24594.140139556675,-755.753349980233,-755.753349980233,-755.753349980233,-755.753349980233,-755.753349980233,-755.753349980233,0.0,0.0,0.0,23838.38678957644
2011-02-24,24602.975644034395,8303.361626582371,53608.71301224097,24602.975644034395,24602.975644034395,6543.299796565905,6543.299796565905,6543.299796565905,6543.299796565905,6543.299796565905,6543.299796565905,0.0,0.0,0.0,31146.2754406003
2011-02-25,24611.81114851211,987.0426834821407,45974.33947137678,24611.81114851211,24611.81114851211,-1481.1376453528562,-1481.1376453528562,-1481.1376453528562,-1481.1376453528562,-1481.1376453528562,-1481.1376453528562,0.0,0.0,0.0,23130.673503159254
2011-02-27,24629.482157467548,-13477.773915469234,31947.082974286473,24629.482157467548,24629.482157467548,-14924.62828572159,-14924.62828572159,-14924.62828572159,-14924.62828572159,-14924.62828572159,-14924.62828572159,0.0,0.0,0.0,9704.853871745958
2011-02-28,24638.31766194526,57.54668068774898,46043.699935565484,24638.31766194526,24638.31766194526,-2002.883333885246,-2002.883333885246,-2002.883333885246,-2002.883333885246,-2002.883333885246,-2002.883333885246,0.0,0.0,0.0,22635.434328060015
2011-03-01,24647.15316642298,3803.9815886626543,47479.98967336356,24647.15316642298,24647.15316642298,1972.9709726775045,1972.9709726775045,1972.9709726775045,1972.9709726775045,1972.9709726775045,1972.9709726775045,0.0,0.0,0.0,26620.124139100484
2011-03-02,24657.28989683394,613.4762740305604,48060.142543960756,24657.28989683394,24657.28989683394,-755.7533499873648,-755.7533499873648,-755.7533499873648,-755.7533499873648,-755.7533499873648,-755.7533499873648,0.0,0.0,0.0,23901.536546846575
2011-03-03,24667.426627244902,7905.059103851026,56151.7519841338,24667.426627244902,24667.426627244902,6543.299796577781,6543.299796577781,6543.299796577781,6543.299796577781,6543.299796577781,6543.299796577781,0.0,0.0,0.0,31210.726423822685
2011-03-04,24677.563357655858,-1010.4250001718125,46434.23818597493,24677.563357655858,24677.563357655858,-1481.1376453544283,-1481.1376453544283,-1481.1376453544283,-1481.1376453544283,-1481.1376453544283,-1481.1376453544283,0.0,0.0,0.0,23196.42571230143
2011-03-06,24697.83681847778,-14016.184216237309,32939.711306724894,24697.83681847778,24697.83681847778,-14924.62828570576,-14924.62828570576,-14924.62828570576,-14924.62828570576,-14924.62828570576,-14924.62828570576,0.0,0.0,0.0,9773.20853277202
2011-03-07,24707.973548888738,-1374.4970533466387,44469.08218545484,24707.973548888738,24707.973548888738,-2002.8833339085104,-2002.8833339085104,-2002.8833339085104,-2002.8833339085104,-2002.8833339085104,-2002.8833339085104,0.0,0.0,0.0,22705.090214980228
2011-03-08,24718.110279299694,3647.6870231554317,48425.54597614989,24718.110279299694,24718.110279299694,1972.970972694451,1972.970972694451,1972.970972694451,1972.970972694451,1972.970972694451,1972.970972694451,0.0,0.0,0.0,26691.081251994143
2011-03-09,24728.24700971066,786.2737373324425,46720.81551323056,24728.24700971066,24728.24700971066,-755.7533500495995,-755.7533500495995,-755.7533500495995,-755.7533500495995,-755.7533500495995,-755.7533500495995,0.0,0.0,0.0,23972.49365966106
2011-03-10,24738.383740121615,7513.573516378298,54312.12506585786,24738.383740121615,24738.383740121615,6543.299796548716,6543.299796548716,6543.299796548716,6543.299796548716,6543.299796548716,6543.299796548716,0.0,0.0,0.0,31281.68353667033
2011-03-11,24748.520470532574,862.0042011154995,46810.327612983645,24748.520470532574,24748.520470532574,-1481.1376453373296,-1481.1376453373296,-1481.1376453373296,-1481.1376453373296,-1481.1376453373296,-1481.1376453373296,0.0,0.0,0.0,23267.382825195244
2011-03-13,24768.793931354496,-12435.093732960715,33006.124766650035,24768.793931354496,24768.793931354496,-14924.628285703413,-14924.628285703413,-14924.628285703413,-14924.628285703413,-14924.628285703413,-14924.628285703413,0.0,0.0,0.0,9844.165645651083
2011-03-14,24781.94796890239,941.7929888256234,46279.69670972212,24781.94796890239,24781.94796890239,-2002.8833339131302,-2002.8833339131302,-2002.8833339131302,-2002.8833339131302,-2002.8833339131302,-2002.8833339131302,0.0,0.0,0.0,22779.06463498926
2011-03-15,24795.102006450288,3705.0563219247288,50649.982219263846,24795.102006450288,24795.102006450288,1972.970972711396,1972.970972711396,1972.970972711396,1972.970972711396,1972.970972711396,1972.970972711396,0.0,0.0,0.0,26768.072979161683
2011-03-16,24808.256043998183,78.37002044647942,47882.155326362845,24808.256043998183,24808.256043998183,-755.7533500101265,-755.7533500101265,-755.7533500101265,-755.7533500101265,-755.7533500101265,-755.7533500101265,0.0,0.0,0.0,24052.502693988055
2011-03-17,24821.410081546077,8545.077497143664,54024.06137771198,24821.410081546077,24821.410081546077,6543.299796553553,6543.299796553553,6543.299796553553,6543.299796553553,6543.299796553553,6543.299796553553,0.0,0.0,0.0,31364.70987809963
2011-03-18,24834.564119093975,1349.5255870284739,44269.951496639485,24834.564119093975,24834.564119093975,-1481.137645346276,-1481.137645346276,-1481.137645346276,-1481.137645346276,-1481.137645346276,-1481.137645346276,0.0,0.0,0.0,23353.4264737477
2011-03-20,24860.872194189767,-14257.272113255793,31307.368641875248,24860.872194189767,24860.872194189767,-14924.628285701066,-14924.628285701066,-14924.628285701066,-14924.628285701066,-14924.628285701066,-14924.628285701066,0.0,0.0,0.0,9936.243908488701
2011-03-21,24874.026231737662,666.0778609556728,45089.360006468516,24874.026231737662,24874.026231737662,-2002.883333867712,-2002.883333867712,-2002.883333867712,-2002.883333867712,-2002.883333867712,-2002.883333867712,0.0,0.0,0.0,22871.14289786995
2011-03-22,24887.18026928556,5700.32807665144,49204.34608275717,24887.18026928556,24887.18026928556,1972.970972669993,1972.970972669993,1972.970972669993,1972.970972669993,1972.970972669993,1972.970972669993,0.0,0.0,0.0,26860.15124195555
2011-03-23,24900.334306833454,1655.9000409537816,45754.349411636955,24900.334306833454,24900.334306833454,-755.7533500172589,-755.7533500172589,-755.7533500172589,-755.7533500172589,-755.7533500172589,-755.7533500172589,0.0,0.0,0.0,24144.580956816197
2011-03-24,24914.518515439708,9848.096808790178,54391.46916680496,24914.518515439708,24914.518515439708,6543.2997965654295,6543.2997965654295,6543.2997965654295,6543.2997965654295,6543.2997965654295,6543.2997965654295,0.0,0.0,0.0,31457.818312005136
2011-03-25,24928.702724045957,974.0503119634018,47351.14437706357,24928.702724045957,24928.702724045957,-1481.1376453478495,-1481.1376453478495,-1481.1376453478495,-1481.1376453478495,-1481.1376453478495,-1481.1376453478495,0.0,0.0,0.0,23447.56507869811
2011-03-27,24957.071141258464,-13107.46194738215,33629.589915871395,24957.071141258464,24957.071141258464,-14924.628285730536,-14924.628285730536,-14924.628285730536,-14924.628285730536,-14924.628285730536,-14924.628285730536,0.0,0.0,0.0,10032.442855527928
2011-03-28,24971.255349864718,742.6860915821602,46746.95455068801,24971.255349864718,24971.255349864718,-2002.883333890976,-2002.883333890976,-2002.883333890976,-2002.883333890976,-2002.883333890976,-2002.883333890976,0.0,0.0,0.0,22968.372015973742
2011-03-29,24985.43955847097,4677.946349103456,49172.59032322177,24985.43955847097,24985.43955847097,1972.9709726768515,1972.9709726768515,1972.9709726768515,1972.9709726768515,1972.9709726768515,1972.9709726768515,0.0,0.0,0.0,26958.410531147823
2011-03-30,24999.62376707722,1209.1319790580533,47455.31643366526,24999.62376707722,24999.62376707722,-755.7533500328882,-755.7533500328882,-755.7533500328882,-755.7533500328882,-755.7533500328882,-755.7533500328882,0.0,0.0,0.0,24243.87041704433
2011-03-31,25013.807975683478,8816.23878096736,54213.80254337902,25013.807975683478,25013.807975683478,6543.299796577307,6543.299796577307,6543.299796577307,6543.299796577307,6543.299796577307,6543.299796577307,0.0,0.0,0.0,31557.107772260784
2011-04-01,25027.99218428973,186.5711547480477,44385.707776747404,25027.99218428973,25027.99218428973,-1481.1376453307494,-1481.1376453307494,-1481.1376453307494,-1481.1376453307494,-1481.1376453307494,-1481.1376453307494,0.0,0.0,0.0,23546.85453895898
2011-04-03,25056.360601502238,-13906.575998661116,32227.505150423887,25056.360601502238,25056.360601502238,-14924.628285714707,-14924.628285714707,-14924.628285714707,-14924.628285714707,-14924.628285714707,-14924.628285714707,0.0,0.0,0.0,10131.73231578753
2011-04-04,25070.54481010849,958.8971820815683,46538.85874101229,25070.54481010849,25070.54481010849,-2002.883333895597,-2002.883333895597,-2002.883333895597,-2002.883333895597,-2002.883333895597,-2002.883333895597,0.0,0.0,0.0,23067.661476212896
2011-04-05,25085.308606771985,3272.3596836132588,49300.02946592731,25085.308606771985,25085.308606771985,1972.9709727420595,1972.9709727420595,1972.9709727420595,1972.9709727420595,1972.9709727420595,1972.9709727420595,0.0,0.0,0.0,27058.279579514045
2011-04-06,25100.072403435483,2731.2355078373744,45920.108094470015,25100.072403435483,25100.072403435483,-755.7533499934137,-755.7533499934137,-755.7533499934137,-755.7533499934137,-755.7533499934137,-755.7533499934137,0.0,0.0,0.0,24344.31905344207
2011-04-07,25114.836200098976,9009.78787914429,54839.65173969855,25114.836200098976,25114.836200098976,6543.299796548241,6543.299796548241,6543.299796548241,6543.299796548241,6543.299796548241,6543.299796548241,0.0,0.0,0.0,31658.135996647216
2011-04-08,25129.59999676247,-1186.9491682260807,45861.47280979503,25129.59999676247,25129.59999676247,-1481.1376453396947,-1481.1376453396947,-1481.1376453396947,-1481.1376453396947,-1481.1376453396947,-1481.1376453396947,0.0,0.0,0.0,23648.462351422775
2011-04-10,25159.12759008946,-13083.186528316008,31101.204374196022,25159.12759008946,25159.12759008946,-14924.628285712359,-14924.628285712359,-14924.628285712359,-14924.628285712359,-14924.628285712359,-14924.628285712359,0.0,0.0,0.0,10234.499304377103
2011-04-11,25173.891386752955,523.507778796062,44972.622895761706,25173.891386752955,25173.891386752955,-2002.8833339002174,-2002.8833339002174,-2002.8833339002174,-2002.8833339002174,-2002.8833339002174,-2002.8833339002174,0.0,0.0,0.0,23171.00805285274
2011-04-12,25188.655183416446,5055.047248135155,49856.480259346565,25188.655183416446,25188.655183416446,1972.9709727006557,1972.9709727006557,1972.9709727006557,1972.9709727006557,1972.9709727006557,1972.9709727006557,0.0,0.0,0.0,27161.6261561171
2011-04-13,25203.418980079947,950.2656286786862,48031.481897933496,25203.418980079947,25203.418980079947,-755.7533500005458,-755.7533500005458,-755.7533500005458,-755.7533500005458,-755.7533500005458,-755.7533500005458,0.0,0.0,0.0,24447.665630079402
2011-04-14,25218.18277674344,9887.949127461286,56098.235570500125,25218.18277674344,25218.18277674344,6543.299796553078,6543.299796553078,6543.299796553078,6543.299796553078,6543.299796553078,6543.299796553078,0.0,0.0,0.0,31761.48257329652
2011-04-15,25232.946573406938,195.6860382914315,45898.07900554654,25232.946573406938,25232.946573406938,-1481.1376453412681,-1481.1376453412681,-1481.1376453412681,-1481.1376453412681,-1481.1376453412681,-1481.1376453412681,0.0,0.0,0.0,23751.80892806567
2011-04-17,25262.47437866338,-11639.140843039835,33199.82055878912,25262.47437866338,25262.47437866338,-14924.628285741832,-14924.628285741832,-14924.628285741832,-14924.628285741832,-14924.628285741832,-14924.628285741832,0.0,0.0,0.0,10337.846092921549
2011-04-18,25277.2382812916,725.1810970199734,48034.75732755714,25277.2382812916,25277.2382812916,-2002.8833338547995,-2002.8833338547995,-2002.8833338547995,-2002.8833338547995,-2002.8833338547995,-2002.8833338547995,0.0,0.0,0.0,23274.3549474368
2011-04-19,25292.002183919823,3862.308474450979,48720.51383628605,25292.002183919823,25292.002183919823,1972.970972707514,1972.970972707514,1972.970972707514,1972.970972707514,1972.970972707514,1972.970972707514,0.0,0.0,0.0,27264.973156627337
2011-04-20,25306.766086548043,2376.550497287786,47571.354598940976,25306.766086548043,25306.766086548043,-755.7533500161747,-755.7533500161747,-755.7533500161747,-755.7533500161747,-755.7533500161747,-755.7533500161747,0.0,0.0,0.0,24551.01273653187
2011-04-21,25321.529989176266,7502.976184665501,55913.91048197303,25321.529989176266,25321.529989176266,6543.299796564954,6543.299796564954,6543.299796564954,6543.299796564954,6543.299796564954,6543.299796564954,0.0,0.0,0.0,31864.829785741218
